,Son lì dạng thỏi Flawsome Creamy Lip Stain (2g),Son Mychi Lip Stick - son kem lỳ Mychi chính hãng,Bảng Son Lì Ohui Rouge Real 10 màu,Son môi thỏi lì cao cấp LOREN LIPSTICK trôi lâu mềm mịn môi có 10 màu lựa chọn,Son lì dạng thỏi Flawsome Creamy Lip Stain (2g),[Freeship10k đơn 249k] Son kem lì nhiều dưỡng GLAMRR Q LONG WEAR LIP CREAM 5g by Gilaa,"Son Kem Lì Mỏng Nhẹ Mềm Môi Belips Sexy Lipstick  100% thiên nhiên không chì, an toàn cho cả mẹ bầu ",Son Kem Lì Mỏng Nhẹ Mềm Môi Belips Sexy Lipstick 100% thiên nhiên,Son Kem Lì it's Well plus Lip Velvet Semi Matte (8g),Set son quà tặng Belips 5 thỏi Full Of Love ,SON KEM M.O.I PHIÊN BẢN MÙA LỄ HỘI HỒ NGỌC HÀ (2024),Son kem lì Bbia Last Velvet Lip Tint - 20 More Mature 5g (Màu hồng đỏ đất),Son kem lì Bbia Last Velvet Lip Tint - 25 Final Note 5g (màu cam nâu đất),Son kem lì Bbia Last Velvet Lip Tint Version 3 5g (5 màu),Son kem lì Bbia Last Velvet Lip Tint Version 1 5g (5 màu),Son kem lì Bbia Last Velvet Lip Tint Version 8 5g (5 màu),Son Kem Lì Bbia Last Velvet Lip Tint Version 5,Set 3 Cây Son Kem Lì Herorange Fluffy Lip Glaze,Son Môi M.O.I Nhung Lì Sgirl SUMMER EDITION Hồ Ngọc Hà (2021),Son Kem Hojo Smooth Lip Glair,Set son 2 tầng HengFang (5 sáp & 5 kem),Set Son Kem Lì 4 Cây Daishiao Matte(Tặng 1 hộp phấn mắt xinh xắn tiện lợi),Set 5 Cây Son Kem Lì VONGEE Mịn Mượt Như Nhung Và Không Khô Môi,"Son Kem Siêu Lì, Mịn Môi 3CE Cloud Lip Tint",Bảng Son Lì Ohui Rouge Real 10 màu,Son kem lì Bbia Last Velvet Lip Tint - 24 Trendy Note 5g (màu hồng đất ánh cam nhẹ),Son Lì Herorange Mềm Mịn Chống Thấm Nước Khô Môi Lâu Trôi,Son kem lì Bbia Last Velvet Lip Tint - 19 More Dazzling 5g (Màu đỏ ánh hồng cánh sen),Son Kem Lì Bbia Last Velvet Lip Tint - 16 More Graceful 5g (Màu hồng đào sữa),Son kem lì Bbia Last Velvet Lip Tint - 17 More Pleasant 5g (Màu cam san hô),Set Son Quà Tặng BELIPS Son Kem Lì FULL OF LOVE (Phiên Bản Giới Hạn),Son Kem Lì Bbia Last Velvet Lip Tint ASIA EDITION Version 2 (6 Màu) 5g Bbia Official Store,Son Kem FOX Hydrating Lip Polish 7ml,Son kem lì Bbia Last Velvet Lip Tint - 18 More Cheerful 5g (Màu hồng tươi),Set son quà tặng  Belips hộp hoa hồng ,Son Kem Bóng Maybelline Super Stay Vinyl Ink 4.2ml,Son môi Belips son kem lì City At Night mỏng nhẹ mềm môi Soft Matte Lipstick ,Set 5 Son Kem Lì Thỏ LEADUU lâu trôi mềm mịn,Son kem nhung lì Whoo GJH Mi Velvet Liquid Lip Rouge minisize,Son kem lì Aprilskin Mood Blurring Lip Tint 4g,Son xăm lì siêu mịn không trôi Mira Aroma Tattoo Liptint Hàn Quốc 6g tặng kèm móc khoá ,Son Kem Mac Powder Kiss Liquid Lipcolour 989 Mull It Over 5ml,Son kem Bbia Smudge Tint (6 màu) 3g ,Son Kem Nhung Lì Mượt Lâu Trôi V9Queen Siêu Mịn Không Khô Môi Màu Đỏ Hồng V9 Hera 5ml,Son lì dạng thỏi Flawsome Creamy Lip Stain (2g),Son Mychi Lip Stick - son kem lỳ Mychi chính hãng,Son môi thỏi lì cao cấp LOREN LIPSTICK trôi lâu mềm mịn môi có 10 màu lựa chọn,Son xăm lì siêu mịn không trôi Mira Aroma Tattoo Liptint Hàn Quốc 6g No.2 Sweet Tomato tặng kèm móc khoá,Son xăm lì siêu mịn không trôi Mira Aroma Tattoo Liptint Hàn Quốc 6g No.1 Real Red tặng kèm móc khoá,"Son kem lì mềm, lâu trôi MAC Locked Kiss Ink",Son Kem Lì Mịn Môi GRLBOSS Demi Matte Lip Cream Australis Úc,Son Kem Black Rouge Muddish Cushion Velvet 4g, Son PK Phấn Nụ Hoàng Cung màu đỏ cherry/ hồng ruby/cam đất, Son Kem Lì Bbia Last Velvet Lip Tint - Dusk Edition (3 màu) 5g,Son Kem Lì Bbia Last Velvet Lip Tint Version 8 - #39 Feign Longing (Màu Đỏ Ớt) 5g - Bbia Official Store,Son kem lì Belips City At Night mỏng mịn mềm môi Soft Matte Lipstick,Son kem nhung lì Whoo GJH Mi Velvet Liquid Lip Rouge 6g,Son lì Belips mềm môi City At Night màu C05 Swettie Baby,Son kem lì Belips City At Night màu C01 Muse Orange,Son kem lì Belips City At Night màu C04 Hot Cherry,Son Nước LIPGLOSS PK - Phấn Nụ Hoàng Cung,Son kem lì Belips City At Night màu C02 Sexy Red,SON KEM LÌ VACOSI MATTE INK MỊN MÔI PHIÊN BẢN UNIVERSE,Set Son Belips Bộ Quà Tặng Bạn Gái Sang Trọng Quyến Rũ Đẳng Cấp Phiên Bản Vỏ Đen Truyền Thống,Sét son Belips 3 son kem lì bộ quà tặng bạn gái sang trọng,Son kem lì Belips City At Night màu C03 Night Party,Son lì Belips mướt mềm môi City At Night màu C01 Muse Orange,Son kem lì Belips City At Night màu C05 Swettie Baby,Son Kem Bóng Baby Bright Sweet Cafe Shiny Tint 2.8g,Son lì Belips mềm môi City At Night màu C02 Sexy Red,Bộ đôi son kem lì mỏng mịn mềm môi City At Night C01 Muse Orange + C02 Sexy Red,Hộp quà tặng son kem Belips hộp hoa hồng 1 son ,(TẶNG 1 SON) Son môi kem lì HA:PY Matte Lip Cream phiên bản nâng cấp HAPY Roses MiniGarden son lì lâu trôi kháng nước,Son kem lì HA:PY Matte Lip Cream bám màu lâu trôi 3.5ml - Phiên bản son Roses mẫu mới,Son kem hữu cơ dưỡng ẩm - naturaglacé LIQUID ROUGE ,Son Kem Lì Mịn Môi PEKAH WINSOME COTTON TINT  Son kem lì Hàn Quốc 4.5g,Son xăm lì siêu mịn không trôi Mira Aroma Tattoo Liptint Hàn Quốc 6g tặng kèm móc khoá ,Son Bourjois Rouge Edition Velvet Lipstick,"son kem belly Bám màu được 8- 12h Có thành phần kháng nước của Mỹ, không trôi khi rửa nước Không gây thâm môi Không chất cấm",Son kem lì Kelly Queen matte lipstick M04,SON KEM GẤC DỀN MẸ KEN MÀU ĐỎ CAM,SON KEM NHUNG SIÊU LÌ LALIHUI,Son Absolute NewYork Velvet Lippie AVL21 - Fatale (3g),Son kem lì FOCALLURE velvet smooth 2.4g,Son Absolute NewYork Velvet Lippie AVL08 - Crush (3g),Son Absolute NewYork Velvet Lippie AVL16 - Maneeter (3g),Son Bellapierre Kiss Proof Lip Crème - Fullsize Tách set màu Minami Glam (Bill Anh)
"Son Kem Siêu Lì, Mịn Môi 3CE Cloud Lip Tint",0.010149892611920303,0.008697616648461144,0.019132851084906713,0.036217841338868406,0.010149892611920303,0.05518934336061055,0.020613238890471224,0.028322001586234016,0.04892025315454048,0.06692148296492532,0.005714103697265767,0.03135673671115598,0.011477106184733799,0.011608442340797805,0.011608442340797805,0.011916712258902538,0.011342258480519743,0.03706188757017681,0.07665204708601973,0.0,0.05966484250876006,0.036702179501022884,0.036702179501022884,1.0000000000000002,0.019132851084906713,0.011477106184733799,0.018431295046945073,0.03135673671115598,0.03135673671115598,0.03135673671115598,0.06630678358541527,0.0,0.019084892370377044,0.03135673671115598,0.02633840193073938,0.0,0.05431358551688687,0.036702179501022884,0.024837499949745583,0.0,0.02516957197817806,0.0,0.05727621669898264,0.006868170708639431,0.010149892611920303,0.008697616648461144,0.036217841338868406,0.02516957197817806,0.02516957197817806,0.010662212472154438,0.027382755143038718,0.015319641312729943,0.03316547159362878,0.0,0.06485235946835306,0.05323519717454029,0.02450538002693175,0.03402651931369016,0.052134918377967,0.06205943305272526,0.033016384409451,0.034765640745554015,0.08230677452571702,0.02346183284710554,0.028949296239234812,0.02804088371656122,0.05414583313402646,0.03314039838009183,0.025970148693936393,0.032924780468177435,0.03302726999276291,0.03919980626856976,0.018327944116689487,0.017920051530448962,0.005280151541368093,0.10002926926849691,0.02516957197817806,0.11995521625992497,0.04448189184183522,0.012521768551245295,0.028770797715167818,0.012816666661674398,0.03436869174782367,0.024196261078607527,0.03436869174782367,0.035007420869195435,0.007004949326519231
Bảng Son Lì Ohui Rouge Real 10 màu,0.10156731183397633,0.1122054511660544,1.0,0.12033403224615974,0.10156731183397633,0.03919457829841491,0.1256017121038704,0.08560596782251619,0.04868834351439756,0.05004399167361069,0.025396248390392513,0.0956871986587018,0.055149404208304095,0.06283161613572796,0.06283161613572796,0.07173851858728997,0.054501438560294775,0.06685223074210858,0.019550195349965556,0.10501452608176375,0.1309932770405638,0.14828680414348291,0.14828680414348291,0.019132851084906713,1.0,0.055149404208304095,0.0783611985201854,0.0956871986587018,0.0956871986587018,0.0956871986587018,0.04958431849741855,0.05046241116612064,0.05861890580625469,0.0956871986587018,0.03211378006013412,0.013908299253363288,0.03625893372641893,0.14828680414348291,0.05507301827192248,0.06100915709631276,0.1134270598015682,0.009917248944662877,0.051840328100178384,0.08324408361502217,0.10156731183397633,0.1122054511660544,0.12033403224615974,0.1134270598015682,0.1134270598015682,0.08805279066742142,0.09855719446296178,0.12368186640035768,0.015073416316768305,0.0,0.030961497137551516,0.03553901786992792,0.10226437467133946,0.08361029289151936,0.11993952775875723,0.020531718766799753,0.16873726682453158,0.03325469239374235,0.0198197453123985,0.04470430216186993,0.057901674342270656,0.04211393923243132,0.03614694475580138,0.08989615961248147,0.07902199568475221,0.08931127762034438,0.09802365062960536,0.02598124575148343,0.06124875371504744,0.0549430654117596,0.11348529798672866,0.03238691709560564,0.1134270598015682,0.08684337329981208,0.03409723765780767,0.09436447770465656,0.0028596265263295412,0.0660584979956996,0.06288238605924425,0.04044496576518419,0.06288238605924425,0.06405103139180698,0.06043263705414356
Son kem lì Bbia Last Velvet Lip Tint - 24 Trendy Note 5g (màu hồng đất ánh cam nhẹ),0.12221960062963362,0.04792017583980543,0.055149404208304095,0.060238640818937754,0.12221960062963362,0.03599943811408735,0.08635617044225266,0.06147770770568147,0.07875554381237942,0.02766593568015519,0.060431546598825304,0.4923982314662644,1.0,0.9804877233566064,0.9804877233566064,0.9274322431063274,0.9711221044927532,0.072214456719217,0.022202519587355647,0.03061636780224357,0.092859351683162,0.07368632721002984,0.07368632721002984,0.011477106184733799,0.055149404208304095,1.0,0.12056861151467817,0.4923982314662644,0.4923982314662644,0.4923982314662644,0.027411813494831384,0.14270431870025949,0.14024598583698308,0.4923982314662644,0.016804102934379107,0.03538158562737681,0.016722155857022598,0.07368632721002984,0.10920979990122237,0.10769247338909758,0.05226392054350981,0.01911725012053885,0.08607669098116522,0.13268934771797522,0.12221960062963362,0.04792017583980543,0.060238640818937754,0.05226392054350981,0.05226392054350981,0.04021623614026777,0.07162008091249161,0.03879116350188705,0.04354471477542973,0.13165204002325187,0.3205321438826674,0.016390139884158696,0.1077494777920288,0.07464519044832134,0.03506740946515899,0.04615012895309648,0.03187285541449661,0.038419732558221655,0.014034874408764463,0.025892978019591457,0.03996590303394916,0.011081288731116957,0.016670507978045677,0.07762144143411133,0.0846217434015373,0.0771164211585596,0.08225984271675389,0.03841837610068866,0.05245574912443173,0.07339108700249891,0.053520079282869816,0.06938224627663668,0.05226392054350981,0.06774043097546287,0.05145758574106718,0.06659364261940838,0.020305179823277206,0.023803029848034202,0.07695606966659316,0.09298553224107686,0.07695606966659316,0.07838626907956558,0.058446190490393415
Son Lì Herorange Mềm Mịn Chống Thấm Nước Khô Môi Lâu Trôi,0.09615139445363768,0.1085351662468929,0.0783611985201854,0.08496724184665563,0.09615139445363768,0.053161345295062036,0.15855691638694264,0.09575181248958413,0.10201880050830116,0.015585242745166893,0.03100088817141296,0.09078280326015029,0.12056861151467817,0.12930649141825623,0.12930649141825623,0.14029388781219018,0.11915201745330611,0.2710161196824644,0.03928993591856269,0.09325316891562829,0.10084339021568542,0.2014761932455461,0.2014761932455461,0.018431295046945073,0.0783611985201854,0.12056861151467817,1.0,0.09078280326015029,0.09078280326015029,0.09078280326015029,0.01544208633827751,0.017799574827572502,0.11966590532848262,0.09078280326015029,0.019708025101527665,0.07005316047127971,0.01955253701846632,0.2014761932455461,0.07417813344420346,0.09755436267002746,0.11437338807019712,0.015478376384882673,0.11504434150924706,0.07829364964929014,0.09615139445363768,0.1085351662468929,0.08496724184665563,0.11437338807019712,0.11437338807019712,0.14221973368880209,0.148346644291587,0.05001727351338618,0.07460629114855043,0.0,0.12472452992638702,0.019164324239226063,0.07318624472739178,0.11985145065702657,0.03896063868765878,0.03649047947189589,0.09265132552803379,0.02149327057000265,0.08997127913738476,0.010040625274409236,0.04208327565225274,0.04106611350909125,0.01949214725327959,0.12997797266478409,0.053066550469830914,0.12913231055959704,0.14273675775434974,0.008157282021752246,0.0912713224204234,0.11394184876345154,0.06091334739539847,0.11034496225170619,0.11437338807019712,0.09701629009639895,0.13640676969434115,0.05911159830914962,0.018224111251935935,0.04096796649847367,0.058126253948813725,0.08194885839995543,0.058126253948813725,0.059206508367159724,0.06763085424026902
Son kem lì Bbia Last Velvet Lip Tint - 19 More Dazzling 5g (Màu đỏ ánh hồng cánh sen),0.10684816509820208,0.05776111582279643,0.0956871986587018,0.14745194910240683,0.10684816509820208,0.028320269984361546,0.07601578663509467,0.057532458261685626,0.11069968646446658,0.0651790058412147,0.021742305494693276,1.0,0.4923982314662644,0.5038266580789509,0.5038266580789509,0.503067967480993,0.46845594009214286,0.05690078088973406,0.08494925678424832,0.06321442977141592,0.0854137615274427,0.12035195423750003,0.12035195423750003,0.03135673671115598,0.0956871986587018,0.4923982314662644,0.09078280326015029,1.0,1.0,1.0,0.0645803117795682,0.1901504873675401,0.14202629065210015,1.0,0.06108959212723433,0.02799442535425843,0.04409906360849848,0.12035195423750003,0.09780866074125508,0.1627146529792288,0.048630543549289765,0.014206893840744608,0.1700313409203872,0.06208545808823311,0.10684816509820208,0.05776111582279643,0.14745194910240683,0.048630543549289765,0.048630543549289765,0.06835591260299662,0.07093104210873936,0.03133461490944496,0.032646801936190926,0.13955602589382674,0.2049630258142946,0.04322348311328299,0.09650079139363006,0.04790035511644168,0.05550437976044089,0.05320455980501309,0.07712519205345188,0.03573265160846506,0.022519208098778155,0.015933632995099166,0.08328661464475919,0.0242516852136773,0.0439628596931827,0.05186848865279626,0.0736507124237914,0.051531022123601194,0.05688918384148887,0.04773430444701161,0.03951206216432873,0.049907238443649415,0.13617693809124054,0.06900906442318508,0.048630543549289765,0.05327462082196343,0.06685856678669277,0.09230339605777614,0.014620527317945806,0.12992750004216497,0.06172780867550619,0.08662822107273577,0.06172780867550618,0.06287499662460835,0.03903597460185333
Son Kem Lì Bbia Last Velvet Lip Tint - 16 More Graceful 5g (Màu hồng đào sữa),0.10684816509820208,0.05776111582279643,0.0956871986587018,0.14745194910240683,0.10684816509820208,0.028320269984361546,0.07601578663509467,0.057532458261685626,0.11069968646446658,0.0651790058412147,0.021742305494693276,1.0,0.4923982314662644,0.5038266580789509,0.5038266580789509,0.503067967480993,0.46845594009214286,0.05690078088973406,0.08494925678424832,0.06321442977141592,0.0854137615274427,0.12035195423750003,0.12035195423750003,0.03135673671115598,0.0956871986587018,0.4923982314662644,0.09078280326015029,1.0,1.0,1.0,0.0645803117795682,0.1901504873675401,0.14202629065210015,1.0,0.06108959212723433,0.02799442535425843,0.04409906360849848,0.12035195423750003,0.09780866074125508,0.1627146529792288,0.048630543549289765,0.014206893840744608,0.1700313409203872,0.06208545808823311,0.10684816509820208,0.05776111582279643,0.14745194910240683,0.048630543549289765,0.048630543549289765,0.06835591260299662,0.07093104210873936,0.03133461490944496,0.032646801936190926,0.13955602589382674,0.2049630258142946,0.04322348311328299,0.09650079139363006,0.04790035511644168,0.05550437976044089,0.05320455980501309,0.07712519205345188,0.03573265160846506,0.022519208098778155,0.015933632995099166,0.08328661464475919,0.0242516852136773,0.0439628596931827,0.05186848865279626,0.0736507124237914,0.051531022123601194,0.05688918384148887,0.04773430444701161,0.03951206216432873,0.049907238443649415,0.13617693809124054,0.06900906442318508,0.048630543549289765,0.05327462082196343,0.06685856678669277,0.09230339605777614,0.014620527317945806,0.12992750004216497,0.06172780867550619,0.08662822107273577,0.06172780867550618,0.06287499662460835,0.03903597460185333
Son kem lì Bbia Last Velvet Lip Tint - 17 More Pleasant 5g (Màu cam san hô),0.10684816509820208,0.05776111582279643,0.0956871986587018,0.14745194910240683,0.10684816509820208,0.028320269984361546,0.07601578663509467,0.057532458261685626,0.11069968646446658,0.0651790058412147,0.021742305494693276,1.0,0.4923982314662644,0.5038266580789509,0.5038266580789509,0.503067967480993,0.46845594009214286,0.05690078088973406,0.08494925678424832,0.06321442977141592,0.0854137615274427,0.12035195423750003,0.12035195423750003,0.03135673671115598,0.0956871986587018,0.4923982314662644,0.09078280326015029,1.0,1.0,1.0,0.0645803117795682,0.1901504873675401,0.14202629065210015,1.0,0.06108959212723433,0.02799442535425843,0.04409906360849848,0.12035195423750003,0.09780866074125508,0.1627146529792288,0.048630543549289765,0.014206893840744608,0.1700313409203872,0.06208545808823311,0.10684816509820208,0.05776111582279643,0.14745194910240683,0.048630543549289765,0.048630543549289765,0.06835591260299662,0.07093104210873936,0.03133461490944496,0.032646801936190926,0.13955602589382674,0.2049630258142946,0.04322348311328299,0.09650079139363006,0.04790035511644168,0.05550437976044089,0.05320455980501309,0.07712519205345188,0.03573265160846506,0.022519208098778155,0.015933632995099166,0.08328661464475919,0.0242516852136773,0.0439628596931827,0.05186848865279626,0.0736507124237914,0.051531022123601194,0.05688918384148887,0.04773430444701161,0.03951206216432873,0.049907238443649415,0.13617693809124054,0.06900906442318508,0.048630543549289765,0.05327462082196343,0.06685856678669277,0.09230339605777614,0.014620527317945806,0.12992750004216497,0.06172780867550619,0.08662822107273577,0.06172780867550618,0.06287499662460835,0.03903597460185333
Set Son Quà Tặng BELIPS Son Kem Lì FULL OF LOVE (Phiên Bản Giới Hạn),0.03237124818167546,0.037285953963973634,0.04958431849741855,0.11055769204813662,0.03237124818167546,0.020526948172240968,0.06591863611765403,0.06934160179807783,0.031943539221118984,0.9370406579995512,0.06520092965637928,0.0645803117795682,0.027411813494831384,0.03237426224854745,0.03237426224854745,0.03800620014338899,0.027089744494281524,0.06369169249617208,0.0,0.07855372398993811,0.11546063554662392,0.04401947279648834,0.04401947279648834,0.06630678358541527,0.04958431849741855,0.027411813494831384,0.01544208633827751,0.0645803117795682,0.0645803117795682,0.0645803117795682,0.9999999999999999,0.03261317126202854,0.045435958870782216,0.0645803117795682,0.33361144899608497,0.025646164357072496,0.008487157445675991,0.04401947279648834,0.011045095293352979,0.01438344616581234,0.047698788418151804,0.011399256926105255,0.011735703960419083,0.013251165721601966,0.03237124818167546,0.037285953963973634,0.11055769204813662,0.047698788418151804,0.047698788418151804,0.024887277492309894,0.03671070638898051,0.009919944111414973,0.006870300400673037,0.0,0.012066415606117882,0.008318646168764779,0.010897403448210675,0.03523260929397115,0.047897664883831556,0.09560155881208686,0.10180774511764301,0.036620031984974266,0.06999871435305682,0.38527478770900153,0.34949312178495695,0.059610415554320076,0.008460944098284646,0.03431507928295653,0.011508352163403722,0.0340918186673988,0.03419794099343383,0.3048909323439607,0.08844013844628949,0.0901742822810734,0.052838724515096136,0.046762502642723976,0.047698788418151804,0.07151597219078944,0.01808289717183765,0.04911041292855709,0.0,0.040580426615100154,0.0923397615294059,0.033353487594361284,0.09233976152940587,0.09405586103014091,0.01031938238028535
Son Kem Lì Bbia Last Velvet Lip Tint ASIA EDITION Version 2 (6 Màu) 5g Bbia Official Store,0.03923883630344957,0.02607383877487556,0.05046241116612064,0.07479595475571912,0.03923883630344957,0.011104657547018736,0.034856956793995954,0.024357416396542195,0.07846751392825133,0.03291551281827067,0.014174015790996294,0.1901504873675401,0.14270431870025949,0.14664385603438196,0.14664385603438196,0.1529058593355854,0.17543540543202107,0.03570792879284126,0.007383254318439738,0.006033589188755381,0.038639346396721556,0.18038167738047475,0.18038167738047475,0.0,0.05046241116612064,0.14270431870025949,0.017799574827572502,0.1901504873675401,0.1901504873675401,0.1901504873675401,0.03261317126202854,1.0000000000000002,0.03481894111446956,0.1901504873675401,0.0035186060450679074,0.017402510352581314,0.01688115111338516,0.18038167738047475,0.10476486697106971,0.0450723819730448,0.06456571938571244,0.008067603779028387,0.03332324286590649,0.00937825643768987,0.03923883630344957,0.02607383877487556,0.07479595475571912,0.06456571938571244,0.06456571938571244,0.06400448841697327,0.029625488906179887,0.013808242764520688,0.08375769782978622,0.0,0.054822977367612206,0.016545978312826712,0.10336398122965318,0.07584148156975279,0.031993813508705636,0.02296665305915021,0.0037316225922662647,0.15002255210448093,0.0044281528747192375,0.026914147140939634,0.023718496995176423,0.016123241255350657,0.016829012163291048,0.07386641254096053,0.017463906391066174,0.07338582321762108,0.07361426143424508,0.044986836941247194,0.015549660104438826,0.017040577011873594,0.02485573095782157,0.01343754930820892,0.06456571938571244,0.040800585451635646,0.01725081663558927,0.07036006745823552,0.013296967079179963,0.010664336913776974,0.033567979295546675,0.02465782921871245,0.03356797929554667,0.03419182747920725,0.009210806367406729
Son Kem FOX Hydrating Lip Polish 7ml,0.1361493754983238,0.07372001815554956,0.05861890580625469,0.08867498985544517,0.1361493754983238,0.04198408707922761,0.14123757091006353,0.1071378595619714,0.10459920894806897,0.04585717453251518,0.042164271584878225,0.14202629065210015,0.14024598583698308,0.14687372557823197,0.14687372557823197,0.15593030116146694,0.13859819684636546,0.09326689702509391,0.03527297808118767,0.06903339130020693,0.06215614721820316,0.14042605663747304,0.14042605663747304,0.019084892370377044,0.05861890580625469,0.14024598583698308,0.11966590532848262,0.14202629065210015,0.14202629065210015,0.14202629065210015,0.045435958870782216,0.03481894111446956,1.0000000000000002,0.14202629065210015,0.0076623729123392395,0.030815139963931846,0.0,0.14042605663747304,0.09078176426096504,0.11720627657054286,0.13990615574607226,0.01756860184747388,0.1021707716399099,0.104691533439972,0.1361493754983238,0.07372001815554956,0.08867498985544517,0.13990615574607226,0.13990615574607226,0.0654765157698825,0.11800867131031488,0.013622714192655167,0.04449169235264599,0.0,0.08736760860362598,0.0,0.08956785655687811,0.12461712053316651,0.01613582472700586,0.05651722589015607,0.07434140683085892,0.016492866180778436,0.0234999737566206,0.013813559018171061,0.05291647539987969,0.02549815431101083,0.0,0.13041502058834942,0.08396919913219501,0.1295665149639142,0.13898215228400307,0.00925885483297144,0.04073074100071096,0.04624074375599324,0.10095287022649438,0.06580739201533962,0.13990615574607226,0.029525251861576243,0.11129985917013793,0.08311025943704375,0.022285082853314847,0.08266481669295805,0.05331850857206691,0.06807262957207125,0.05331850857206691,0.054309412863186635,0.09004440952837114
Son kem lì Bbia Last Velvet Lip Tint - 18 More Cheerful 5g (Màu hồng tươi),0.10684816509820208,0.05776111582279643,0.0956871986587018,0.14745194910240683,0.10684816509820208,0.028320269984361546,0.07601578663509467,0.057532458261685626,0.11069968646446658,0.0651790058412147,0.021742305494693276,1.0,0.4923982314662644,0.5038266580789509,0.5038266580789509,0.503067967480993,0.46845594009214286,0.05690078088973406,0.08494925678424832,0.06321442977141592,0.0854137615274427,0.12035195423750003,0.12035195423750003,0.03135673671115598,0.0956871986587018,0.4923982314662644,0.09078280326015029,1.0,1.0,1.0,0.0645803117795682,0.1901504873675401,0.14202629065210015,1.0,0.06108959212723433,0.02799442535425843,0.04409906360849848,0.12035195423750003,0.09780866074125508,0.1627146529792288,0.048630543549289765,0.014206893840744608,0.1700313409203872,0.06208545808823311,0.10684816509820208,0.05776111582279643,0.14745194910240683,0.048630543549289765,0.048630543549289765,0.06835591260299662,0.07093104210873936,0.03133461490944496,0.032646801936190926,0.13955602589382674,0.2049630258142946,0.04322348311328299,0.09650079139363006,0.04790035511644168,0.05550437976044089,0.05320455980501309,0.07712519205345188,0.03573265160846506,0.022519208098778155,0.015933632995099166,0.08328661464475919,0.0242516852136773,0.0439628596931827,0.05186848865279626,0.0736507124237914,0.051531022123601194,0.05688918384148887,0.04773430444701161,0.03951206216432873,0.049907238443649415,0.13617693809124054,0.06900906442318508,0.048630543549289765,0.05327462082196343,0.06685856678669277,0.09230339605777614,0.014620527317945806,0.12992750004216497,0.06172780867550619,0.08662822107273577,0.06172780867550618,0.06287499662460835,0.03903597460185333
Set son quà tặng  Belips hộp hoa hồng ,0.014747233250520105,0.009477867378209354,0.03211378006013412,0.03252618416016572,0.014747233250520105,0.0309454420999957,0.03586238386066034,0.04470314417871055,0.016867412555892504,0.32025311998158645,0.07624940937082522,0.06108959212723433,0.016804102934379107,0.021213003956910295,0.021213003956910295,0.026104910553915242,0.016606666867690814,0.040252702115116425,0.007534340653094657,0.03553057446709033,0.053245356767794044,0.032137403273915593,0.032137403273915593,0.02633840193073938,0.03211378006013412,0.016804102934379107,0.019708025101527665,0.06108959212723433,0.06108959212723433,0.06108959212723433,0.33361144899608497,0.0035186060450679074,0.0076623729123392395,0.06108959212723433,1.0,0.00898587217270252,0.0,0.032137403273915593,0.020390775086150267,0.00367051176243301,0.024194641661082657,0.005930566467157884,0.05925495574710979,0.025536440350263007,0.014747233250520105,0.009477867378209354,0.03252618416016572,0.024194641661082657,0.024194641661082657,0.006559254048255901,0.020634268809908367,0.046809866555804484,0.018885910178555166,0.0,0.03322732101258424,0.0,0.020118115492333305,0.009285854397432904,0.013784877492487586,0.05011370944355719,0.03859838673096534,0.010919064010315711,0.04610768047796235,0.2694310087673486,0.3334586965908949,0.0,0.0,0.00904403154473222,0.03060236186533746,0.008985189307092299,0.009013158750390013,0.8519855386496638,0.010303963681238221,0.01343286215191827,0.016673341014808794,0.05899597164748821,0.024194641661082657,0.021127013221941347,0.015734416842688295,0.010773030927740063,0.0,0.006432469465515499,0.017376219417605115,0.035305202728321564,0.017376219417605115,0.017699149875441723,0.026942990558594664
Son Kem Bóng Maybelline Super Stay Vinyl Ink 4.2ml,0.04412337781717665,0.034543287851921685,0.013908299253363288,0.048698566396499894,0.04412337781717665,0.007551696379391952,0.05135444709964046,0.058647281565219186,0.03472126718569586,0.02588391802969331,0.016893392845279073,0.02799442535425843,0.03538158562737681,0.03758935608518078,0.03758935608518078,0.040438331141047466,0.03496587756329607,0.08073985978705779,0.00968645504297266,0.03632018940890437,0.08470781028432507,0.10288079837814401,0.10288079837814401,0.0,0.013908299253363288,0.03538158562737681,0.07005316047127971,0.02799442535425843,0.02799442535425843,0.02799442535425843,0.025646164357072496,0.017402510352581314,0.030815139963931846,0.02799442535425843,0.00898587217270252,1.0000000000000004,0.0,0.10288079837814401,0.03757394083623287,0.033679987791504815,0.06339207140362692,0.013846589123702591,0.035946202352711946,0.027034247851910678,0.04412337781717665,0.034543287851921685,0.048698566396499894,0.06339207140362692,0.06339207140362692,0.14081837675664757,0.038876377374031344,0.0408335677807933,0.012710001641717426,0.0,0.018754795103816158,0.0,0.03707151288029567,0.04193911987214483,0.00710052781140566,0.013524703744471149,0.023392770659483537,0.005215064114406125,0.06324769091463646,0.002460137231739019,0.019362307494348578,0.02859791044854596,0.0,0.04084693845585623,0.13255608542426287,0.04058118028732323,0.04070750294811621,0.007297311404811501,0.015150407740065229,0.01952688567916655,0.06118941631232782,0.026943246715922967,0.06339207140362692,0.04597237846631372,0.03212734041848123,0.011455037173391169,0.002193517839457752,0.021700220164678465,0.032995866693042775,0.023511737070499136,0.03299586669304277,0.033609082380633835,0.026534520283647695
